PART_NO,PART_DESC,PR CODE,SELLING PRICE
JL171832,ASSY TUBE FL FLTR TO RR WITH QC,2W,"  1,330 "
JL171837,TUBE Y CONNECTOR TO CANISTER -K14 (BRAZI,2W,  800 
JL171852,FUEL PUMP ASSY-(PH-III),2W,"  29,500 "
JL171856,FUEL PUMP ASSLY,2W,"  22,500 "
JL181005,"SEAT COWL ASSY
",2W,"  5,100 "
JL181006,TUBE REAR HUGGER MTG,2W,"  2,220 "
JL181008,WINDSHIELD ASSEMBLY,2W,"  1,150 "
JL181017,"SHROUD ASSEMBLY LH
",2W,  890 
JL181019,"SHROUD ASSEMBLY RH
",2W,  880 
JL181027,CLIP NUT M6,2W,  90 
JL181203,FAIRING,2W,"  1,370 "
JL181205,COVER ASSLY CHAIN,2W,"  2,770 "
JL181209,FENDER REAR FRONT,2W,  840 
JL181214,SEAT COWL CENTRAL INNER,2W,  590 
JL181218,BATTERY CASE,2W,  330 
JL181219,GROMMET -1 SEAT COWL,2W,  50 
JL181224,GROMMET I,2W,  25 
JL181225,GROMMET II,2W,  35 
JL181226,SHROUD ASSY LH,2W,  570 
JL181229,SHROUD ASSY RH,2W,  880 
JL181232,SHROUD MTG BKT RH,2W,  130 
JL181233,"SIDE MASK LH
SIDE MASK LH",2W,"  1,020 "
JL181234,"SIDE MASK RH
SIDE MASK RH",2W,"  1,040 "
JL181235,LAMP SHADE ASSY,2W,"  4,390 "
JL181236,BRACKET LOWER MTG,2W,  530 
JL181237,BRACKET UPPER MTG,2W,"  1,140 "
JL181241,ASSEMBLY SPEEDO FLAP,2W,  980 
JL181245,GROMMET  NUMBER PLATE MOUNTING,2W,  40 
JL181246,COLLAR NUMBER PLATE MOUNTING,2W,  20 
JL181247,GROMMET WIND SCREEN MOUNTING,2W,  40 
JL181249,DAMPER HEAD LAMP,2W,  40 
JL181253,CHAIN COVER RH SIDE,2W,  210 
JL181256,GROMMET FOR RADIATOR COWL,2W,  20 
JL181257,"COLLAR  FAIRING
",2W,  15 
JL181264,SLEEVE BATTERY BOX,2W,  15 
JL181283,BRACKET WIND SHIELD.,2W,  60 
JL181288,SCREW STEPPED M6 X 14,2W,  15 
JL181297,COLLAR,2W,  25 
JL181307,BRACKET BELLY PAN,2W,"  1,780 "
JL181402,BRACKET BRACE FENDER,2W,"  1,480 "
JL181405,MUDFLAP -FRONT,2W,  500 
JL181407,COVER 1-HUGGER REAR,2W,  60 
JL181408,COVER 2-HUGGER REAR,2W,  100 
JL181409,ASSEMBLY HUGGER REAR,2W,"  1,460 "
JL181411,CUP WASHER FRONT FENDER MTG.,2W,  30 
JL181416,FAIRING STRUCTURE (K16),2W,"  10,300 "
JL181417,MASK (K16),2W,"  1,700 "
JL181419,"SIDE MASK RH (K16)
SIDE MASK RH (K16)",2W,"  1,500 "
JL181424,"SIDE FAIRING INNER LH (K16)
",2W,  340 
JL181425,"SIDE FAIRING INNER RH (K16)
",2W,  360 
JL181426,WINDSHIELD (K16),2W,"  3,460 "
JL181427,FL;AP COWLING -,2W,"  1,940 "
JL181432,"FAIRING MTG BKT MIDDLE (K16)
",2W,  110 
JL181433,FENDER REAR (K16),2W,"  5,640 "
JL181436,UNDER TRAY (K16),2W,"  1,650 "
JL181437,FLAP CANOPY SPEEDO K16,2W,"  1,080 "
JL181439,"COVER TANK TOP INNER K16
",2W,"  1,300 "
JL181447,"BRACKET BLINKER MTG LH (K16)
",2W,  160 
JL181448,BRACKET BLINKER MTG RH (K16),2W,  160 
JL181449,"BRACKET FAIRING MTG LH (K16)
",2W,  410 
JL181450,"BRACKET FAIRING MTG RH (K16)
",2W,  410 
JL181453,COLLAR WIND SHIELD,2W,  60 
JL181456,"BRACKET SIDE FAIRING FR MTG LH
",2W,  110 
JL181464,FENDER BRACE -K16A SOFT MTG,2W,"  1,640 "
JL181468,COLLAR FRONT FENDER SOFT MTG,2W,  50 
JL191001,SEAT ASSY COMP FRONT,2W,"  5,570 "
JL191004,SEAT ASSY COMP REAR,2W,"  4,420 "
JL191017,SEAT DAMPER FRONT,2W,  100 
JL231000,TOOL KIT,2W,  705 
JL231201,GUARD LEG LH,2W,  970 
JL231202,GUARD SAREE,2W,"  1,340 "
JL231203,GUARD LEG RH,2W,"  1,090 "
JL231204,LADIES FOOTREST,2W,"  2,170 "
JL231206,BOLT  -SPECIAL M10,2W,  100 
JL231209,PLUG SAREE GAURD,2W,  20 
JL231213,GUARD LEG LH,2W,  900 
JL231214,GUARD LEG RH,2W,  730 
JL231404,GRAB HANDLE ASSY LH,2W,"  1,850 "
JL231405,GRAB HANDLE ASSY RH,2W,"  1,750 "
JL231600,MIRROR ASSY LH,2W,"  1,580 "
JL231601,MIRROR ASSY RH,2W,"  1,550 "
JL232604,COVER SEAT LOCK ASSY,2W,  20 
JL232605,LOCK SET 3 IN 1-K14-E10 (EVAP),2W,"  10,410 "
JL232805,BRACKET NUMBER PLATE,2W,"  1,220 "
JL232808,BRACKET -RR NUMBER PLATE MTG,2W,  200 
JL232810,BRACKET FRONT NUMBER PLATE MTG (K16),2W,  420 
JL232824,BRACKET ASSEMBLY PLATE NUMBER,2W,"  1,230 "
JL233000,DECAL FAIRING LH (PILSAR 200NS),2W,  320 
JL233002,B LOGO DECAL FORNT,2W,  150 
JL233003,3D DECAL TANK LH,2W,"  1,660 "
JL233004,3D DECAL TANK RH,2W,"  1,570 "
JL233005,DECAL SIDE COVER 4 VALVE,2W,  50 
JL233006,DECAL SEAT COWL 200 NS,2W,  100 
JL233015,GEAR SHIFT LABEL-6 SPEED,2W,  30 
JL233153,"DECAL ADVENTURE SPORTS I
",2W,  90 
JL233239,3D TANK DECAL SHADED (SILVER),2W,"  1,880 "
JL233250,DECAL SIDE COVER RH RED -GREY,2W,  300 
JL233255,DECAL WHEEL I RED-GREY,2W,  170 
JL233256,"DECAL WHEEL II RED-GREY
",2W,  280 
JL233264,DECAL SIDE COVER RH WHITE-GRAY,2W,  300 
JL233269,DECAL WHEEL I WHITE-GRAY,2W,  130 
JL233270,DECAL WHEEL II WHITE-GRAY,2W,  170 
JL233298,DECAL WHEEL I BLACK-GRAY,2W,  170 
JL233299,"DECAL WHEEL II BLACK-GRAY
",2W,  270 
JL233310,DECAL WHEEL I YELLOW-GRAY,2W,  200 
JL233311,"DECAL WHEEL II YELLOW-GRAY
",2W,  250 
JL233314,DECAL TANK 3D PULSE-GREY,2W,"  1,770 "
JL233316,DECAL TANK 3D PULSAR-GREY,2W,"  1,930 "
JL233318,DECAL ABS FENDER FRONT,2W,  50 
JL233319,DECAL COVER SIDE LH RED-GREY,2W,  300 
JL233323,DECAL COVER SIDE LH BLACK-GREY,2W,  300 
JL351003,STATOR ASSLY COMPL,2W,"  5,560 "
JL351009,ROTOR ASSLY WITHOUT CLUTCH,2W,"  6,710 "
JL351038,STATOR ASSEMBLY,2W,"  6,550 "
JL351200,DC CDI WITH SEALED COUPLER,2W,"  7,490 "
JL351201,IGNITION COIL WITH CABLE LH,2W,"  2,370 "
JL351202,IGNITION COIL WITH CABLE RH,2W,"  1,230 "
JL351218,"PLUG SPARK
",2W,  790 
JL351219,KIT HT COIL,2W,"  2,230 "
JL351230,COIL HT 1,2W,"  1,150 "
JL351232,COIL HT 2,2W,"  2,700 "
JL351235,"COIL HT 1
",2W,"  1,400 "
JL351237,"COIL HT 2
",2W,"  2,000 "
JL351246,CDI NON TPS ASSEMBLY,2W,"  7,420 "
JL351250,HT COIL 1,2W,"  1,830 "
JL351252,HT COIL 2,2W,"  2,470 "
JL351600,STARTER MOTOR,2W,"  6,330 "
JL351800,NEUTRAL INDICATION SWITCH,2W,  850 
JL351802,NEUTRAL INDICATOR SWITCH,2W,"  1,750 "
JL401002,LAMP TAIL ASSY,2W,"  5,140 "
JL401003,INDICATOR  ASSY RR LH,2W,"  1,040 "
JL401004,INDICATOR ASSY RR RH,2W,"  1,180 "
JL401005,INDICATOR ASSY FR LH,2W,"  1,310 "
JL401006,INDICATOR ASSY FR RH,2W,"  1,330 "
JL401012,HEAD LAMP ASSY (55/60W),2W,"  17,530 "
JL401016,COVER ILLUMINATION LAMP,2W,  50 
JL401017,HEAD LAMP ASSY-K16,2W,"  28,830 "
JL401018,LAMP HEAD ASSEMBLY,2W,"  14,250 "
JL401400,SWITCH CONTROL LH,2W,"  3,950 "
JL401401,SWITCH CONTROL RH,2W,"  3,250 "
JL401402,SWITCH SIDE STAND,2W,  870 
JL401403,SWITCH IGNITION,2W,"  3,590 "
JL401405,CONTROL SWITCH  RH (EXPORT),2W,"  3,310 "
JL401406,BRAKE SWITCH-REAR,2W,  340 
JL401408,"SIDE STAND SWITCH-FI
",2W,"  1,090 "
JL401409,CONTROL SWITCH  LH (K16),2W,"  3,840 "
JL401410,CONTROL SWITCH  RH (K16),2W,"  3,530 "
JL401411,CLUTCH SWITCH,2W,  660 
JL401600,HORN LH,2W,"  1,100 "
JL401602,HORN DIA 82,2W,"  1,320 "
JL401801,"BATTERY BAND
",2W,  250 
JL402001,REGULATOR ASSY,2W,"  5,300 "
JL402003,REGULATOR ASSLY,2W,"  8,740 "
JL402004,LIGHT CONTROL MODULE,2W,"  2,290 "
JL402005,HEADLAMP CONTROL UNIT (VE MODEL),2W,"  2,297 "
JL402007,REGULATOR ASSY K4 AND K16A,2W,"  5,490 "
JL402201,CABLE ASSY RELAY TO MOTOR,2W,  360 
JL402203,HARNESS WIRING,2W,"  10,760 "
JL402207,FUSE BOX ASSY WITH FUSE,2W,  690 
JL402208,FUSE 20A (BLADE TYPE),2W,  40 
JL402229,WIRING HARNESS W/O HLCU (K4),2W,"  9,500 "
JL402232,HARNESS WIRING,2W,"  39,990 "
JL402245,HARNESS WIRING UG AHO,2W,"  9,110 "
JL402247,HARNESS WIRING,2W,"  26,000 "
JL402400,SPEEDOMETER ASSEMBLY,2W,"  21,120 "
JL402403,SPEEDOMETER PIGTAIL HARNESS,2W,"  1,670 "
JL402405,SPEEDOMETER (UNSEALED COUPLER),2W,"  20,090 "
JL402409,SPEEDOMETER ABS-K4,2W,"  21,190 "
JL402410,SPEEDOMETER ASSEMBLY,2W,"  16,000 "
JL402412,SPEEDOMETER ASSEMBLY,2W,"  24,350 "
JL402600,SENSOR FUEL LEVEL,2W,"  1,800 "
JL402602,FUEL LEVEL SENSOR(JNS),2W,"  1,175 "
JL403000,INTERLOCK RELAY,2W,  760 
JL403001,RELAY AUX1DIODE,2W,  730 
JL403200,"TERMINATION UNIT
",2W,"  5,000 "
JL403600,MAGNET HOLDER,2W,  250 
JL511001,GASKET HEAD COVER(RUBBER),2W,"  1,280 "
JL511002,COVER CYLINDER HEAD,2W,"  2,060 "
JL511006,ASSEMBLY ROCKER ARM INTAKE,2W,"  2,100 "
JL511007,ASSEMBLY ROCKER ARM EXHAUST,2W,"  1,790 "
JL511010,"VALVE INTAKE
",2W,  940 
JL511011,VALVE EXHAUST,2W,"  1,190 "
JL511016,"INSULATOR RUBBER
",2W,  270 
JL511022,GASKET CYLINDER HEAD,2W,"  2,540 "
JL511029,COVER THERMOSTAT,2W,  350 
JL511041,"COVER CYLINDER HEAD
",2W,  920 
JL511042,GASKET HEAD COVER,2W,"  1,410 "
JL511053,ASSEMBLY CYLINDER HEAD  K4 SAI,2W,"  14,640 "
JL511056,GASKET COPPER FOR K4 SAI,2W,  60 
JL511058,HOSE SAI UNIT TO EXHAUST PORT,2W,"  1,280 "
JL511059,ASSEMBLY  PIPE SAI WITH ADAPTOR,2W,  500 
JL511061,BRACKET FOR SAI PIPE,2W,  40 
JL511112,SLEEVE SPARK PLUG,2W,  700 
JL511205,ROCKER  ARM SHAFT,2W,  200 
JL511219,SLEEVE SPARK PLUG,2W,  630 
JL511220,"SPROCKET CAMSHAFT SILENT CHAIN
SPROCKET CAMSHAFT SILENT CHAIN",2W,  460 
JL511221,SPACER CAMSHAFT SILENT CHAIN,2W,  250 
JL511222,CHAIN SILENT,2W,"  2,740 "
JL511227,SCREW TAPPET,2W,  100 
JL511231,SPROCKET CAMSHAFT,2W,"  1,150 "
JL511241,CAM SHAFT ASSLY,2W,"  4,110 "
JL511249,SHAFT ROCKER ARM,2W,  200 
JL511250,SPACER CAMSHAFT,2W,  130 
JL511254,PLATE STOPPER ROCKER SHAFT,2W,  60 
JL521002,GASKET CYLINDER BLOCK,2W,  460 
JL531203,SLEEVE BALANCER DRIVEN,2W,  880 
JL531205,"ASSEMBLY BALANCER INTEGRAL
",2W,"  7,740 "
JL541203,COVER LH RR,2W,  510 
JL541207,GASKET CLUTCH COVER,2W,  360 
JL541208,GASKET MAGNETO COVER,2W,  360 
JL541210,BRACKET CLUTCH CABLE,2W,  290 
JL541218,JET OIL COVER CLUTCH,2W,  30 
JL541220,MAGNETO COVER WITH CAP,2W,"  3,695 "
JL541221,CAP OIL FILTER,2W,  240 
JL541222,DECAL TRIPLE SPARK,2W,  150 
JL541223,DECAL B-BAJAJ,2W,  210 
JL541225,"COVER MAGNETO
COVER MAGNETO",2W,"  2,060 "
JL541227,WINDOW OIL GUAGE,2W,  310 
JL541230,"DAMPER CLUTCH COVER
",2W,  160 
JL541231,PLATE DAMPER CLUTCH COVER,2W,  250 
JL541236,"MAGNETO COVER
",2W,"  3,315 "
JL541237,CAP OIL FILTER,2W,  200 
JL541238,"LABEL TRIPLE SPARK_LH SIDE
",2W,  120 
JL541243,MAGNETO COVER,2W,"  4,930 "
JL551407,SPRING BELLIVILLE,2W,  40 
JL561205,"ASSEMBLY LEVER SHIFT BALL JOINT
",2W,"  1,220 "
JL561206,ASSEMBLY ARM CHANGE BALL JOINT,2W,"  1,050 "
JL561401,LEVER COMPLETE CHANGE,2W,  860 
JL561404,ASSEMBLY LEVER CHANGE ARM,2W,  770 
JL561405,ROD TIE,2W,  200 
JL561407,BOOT -CHANGE ARM,2W,  130 
JL561408,BOOT -CHANGE LEVER,2W,  95 
JL561409,BOLT GEAR CHANGE LEVER,2W,  220 
JL561410,WASHER - STEEL,2W,  15 
JL571001,CAP OIL FILTER,2W,  260 
JL581000,AIR FILTER ASSEMBLY,2W,"  5,260 "
JL581004,FLAME ARRESTER,2W,  420 
JL581009,FILTER ELEMENT,2W,"  1,780 "
JL581010,TUBE CONNECTING,2W,  400 
JL581015,TUBE DRAIN ASSEMBLY,2W,  250 
JL581016,TUBE BREATHER ASSLY,2W,  80 
JL581023,ASSEMBLY TOP COVER,2W,"  1,820 "
JL581024,ASSEMBLY BOTTOM COVER,2W,"  1,550 "
JL581025,SEAL TOP COVER,2W,  100 
JL581027,CLAMP CONNECTING TUBE,2W,  100 
JL581039,PIPE INTAKE,2W,  950 
JL581050,ASSEMBLY AIRFILTER K4 SAI,2W,"  9,720 "
JL581055,TUBE DRAIN,2W,  80 
JL581056,"ASSEMBLY DRAIN TUBE
",2W,  160 
JL581065,CLAMP HOSE SAI,2W,  85 
JL581066,CLAMP SAI PIPE,2W,  120 
JL581093,VALVE REED ASSEMBLY,2W,"  2,129 "
JL581201,CARBURETTOR WITH REED SWITCH,2W,"  15,995 "
JL581203,"GROMMET THROTTLE BRACKET
",2W,  10 
JL581204,CHOKE LEVER,2W,  240 
JL581205,TUBE DRAIN CARB,2W,  480 
JL581215,CARBURETTOR ASSEMBLY_EVAP NON_TPS,2W,"  8,750 "
JL581217,CARBURETTOR WITHOUT EVAP AND TPS,2W,"  15,190 "
JL581300,CLAMP INSULATOR TO HEAD,2W,  300 
JL582400,HOSE SAI UNIT TO AIRFILTER,2W,  310 
JL582402,HOSE SAI UNIT TO INTAKE MANIFOLD,2W,  110 
JL591045,"SPACER PIPE A  PROTO 1
",2W,  220 
JL591048,PIPE EXHAUST A ASSLY,2W,"  17,410 "
JL591052,MUFFLER ASSLY,2W,"  23,360 "
JL591075,HEAT SHIELD,2W,  110 
JL591086,"BOLT STEPPED
BOLT",2W,  60 
JL591144,SHIELD CATALYTIC CONVERTER,2W,  400 
JL591148,BOLT HEXAGONAL FLANGE,2W,  50 
JL591149,TRUSS SCREW (HEAD BLACK),2W,  20 
JL591156,SLEEVE TOP,2W,  100 
JL591157,SLEEVE BOTTOM,2W,  200 
JL591165,DAMPER  SILENCER MOUNTING LOWER,2W,  55 
JL591196,ASSEMBLY MUFFLER COMP,2W,"  34,780 "
JL591226,PIPE EXHAUST A ASSLY,2W,"  10,090 "
JL591235,PIPE EXHAUST A ASSLY,2W,"  7,900 "
JL591240,ASSEMBLY MUFFLER,2W,"  39,990 "
JL601000,HOSE THERMOSTAT TO RADIATOR,2W,  910 
JL601005,"COVER WATER PUMP
",2W,"  1,400 "
JL601010,WATER SEAL_DOUBLE LIP,2W,  610 
JL601200,RADIATOR,2W,"  23,460 "
JL601208,COOLANT PIPE T ASSEMBLY,2W,  485 
JL601209,TANK EXPANSION,2W,"  1,560 "
JL601210,COWL RADIATOR,2W,  820 
JL601212,CLAMP RADIATOR  DIA 19,2W,  90 
JL601213,HOSE -EXPANSION TANK,2W,  80 
JL601214,HOSE -EXPANSION TANK TOP,2W,  35 
JL601215,CLAMP -EXPANSION TANK,2W,  100 
JL601216,"RUBBER DAMPER RADIATOR MOUNTING
",2W,  250 
JL601219,HOSE COOLANT (BLOCK TO CO PUMP) (ALT - JL601001),2W,  520 
JL601220,HOSE COOLANT (RAD TO CO PUMP) (ALT- JL601204),2W,  430 
JL601221,CLAMP COOLANT PIPE,2W,  110 
JL601222,HOSE THERMOSTAT TO RADIATOR,2W,  630 
JL601223,HOSE RADIATOR TO PIPE T,2W,  440 
JL601225,SEAL THERMOSTAT,2W,  110 
JL601227,PIPE BREATHER,2W,  100 
JL601228,"PIPE COOLANT ""T"" ASSEMBLY",2W,"  1,920 "
JL601231,SLEEVE COWL MOUNTING,2W,  35 
JL601234,RADIATOR CORE,2W,"  13,440 "
JL601235,EXPANSION TANK ASSEMBLY,2W,"  2,000 "
JL601237,THERMOSTAT,2W,"  1,330 "
JL601251,RADIATOR ASSEMBLY,2W,"  24,420 "
JL73015M,TANK COVER SIDE LH-Tosca RED + SATIN BLK,2W,"  1,885 "
JL73015N,TANK COVER SIDE LH-Chery BLK + SATIN BLK,2W,"  2,975 "
JL73015P,TANK COVER SIDE LH-Saff BLUE + SATIN BLK,2W,"  5,650 "
JL73015Q,TANK COVER SIDE LH-Mu YELLOW + SATIN BLK,2W,"  4,310 "
JL73025M,TANK COVER SIDE RH-Tosca RED + SATIN BLK,2W,"  2,995 "
JL73025N,TANK COVER SIDE RH-Chery BLK + SATIN BLK,2W,"  3,200 "
JL73025P,TANK COVER SIDE RH-Saff BLUE + SATIN BLK,2W,"  4,790 "
JL73025Q,TANK COVER SIDE RH-Mu YELLOW + SATIN BLK,2W,"  4,070 "
JL74015M,TANK COVER TOP - JL 200 Tosca RED COLOR,2W,"  3,645 "
JL74015N,TANK COVER TOP - JL 200 Cherry BLACK,2W,"  5,760 "
JL74015P,TANK COVER TOP - JL 200 Saffire BLUE,2W,"  6,190 "
JL74015Q,TANK COVER TOP - JL 200 Mustard YELLOW,2W,"  4,185 "
JL7401X3,TANK COVER TOP - JL 200 Eb BLACK,2W,"  5,160 "
JL76015L,"SIDE MASK LH - JL 200 PA RED with decal
",2W,"  1,830 "
JL76015M,SIDE MASK LH -  Tosca RED with LH decal,2W,  955 
JL76015N,SIDE MASK LH -Cherry BLACK with LH decal,2W,"  1,255 "
JL76015P,SIDE MASK LH -Saffire BLUE with LH decal,2W,"  1,710 "
JL76015Q,SIDE MASK LH-Mustard YELLOW with LH deca,2W,"  1,110 "
JL76025M,SIDE MASK RH -  Tosca RED with RH decal,2W,  955 
JL76025N,SIDE MASK RH -Cherry BLACK with RH decal,2W,"  1,150 "
JL76025P,SIDE MASK RH -Saffire BLUE with RH decal,2W,"  1,610 "
JL76025Q,SIDE MASK RH-Mustard YELLOW with RH deca,2W,"  1,290 "
JL78015M,SEAT COWL ASSY - JL 200 Tosca RED COLOR,2W,"  6,070 "
JL78015N,SEAT COWL ASSY - JL 200 Cherry BLACK,2W,"  4,995 "
JL78015P,SEAT COWL ASSY - JL 200 Saffire BLUE,2W,"  3,435 "
JL78015Q,SEAT COWL ASSY - JL 200 Mustard YELLOW,2W,"  5,770 "
JM100003,LEVER CHANGE ARM COMPLETE,2W,  440 
JM100040,DAMPER C COVER LH RR,2W,  170 
JM100041,PLATE DAMPER COVER LH RR,2W,  60 
JM101002,SILENCER ASSLY WITHOUT SHIELD,2W,"  13,440 "
JM101008,CRANKSHAFT ASSEMBLY,2W,"  16,380 "
JM101016,"INTAKE MANIFOLD JM(150)
INTAKE MANIFOLD JM(150)",2W,  230 
JM101017,TUBE CONNECTING,2W,  400 
JM101022,SHIELD EXHAUST FRONT,2W,  500 
JM101027,SHIELD EXHAUST REAR,2W,  660 
JM111014,CDI UNIT (EDGE FIRING),2W,"  5,240 "
JM141009,FUEL PIPE-PETROL WITH ETHANOL,2W,  70 
JM151005,AXLE REAR,2W,"  1,010 "
JM161002,ENG MTG BKT FRONT LH,2W,  110 
JM161003,ENG MTG BKT FRONT RH,2W,  210 
JM161037,ASSEMBLY STAY RH,2W,"  2,360 "
JM161038,ASSEMBLY STAY RH COMP,2W,"  5,810 "
JM171003,ADJUSTER CHAIN,2W,  580 
JM171004,CAP CHAIN ADJUSTER,2W,  120 
JM191007,CABLE ASSY. SPEEDOMETER,2W,  770 
JM191010,"LEVER BOOT
",2W,  120 
JM191011,LEVER BRAKE REAR,2W,"  2,340 "
JM191012,"Spring
",2W,  60 
JM191013,Rear brake cable,2W,  780 
JM191014,Spring Brake Switch,2W,  50 
JM221001,MIRROR ASSY LH,2W,"  2,540 "
JM221002,MIRROR ASSY RH,2W,"  2,530 "
JM221003,TOOL KIT,2W,  870 
JN113200,DAMPER CENTER STAND,2W,  110 
JN122000,REAR SHOCK ABSORBER DISCOVER BLACK 135,2W,"  5,780 "
JN122001,SWING ARM ASSY COMP,2W,"  5,255 "
JN122002,SWING ARM ASSY DISCOVER BLACK 135,2W,"  5,030 "
JN122006,SWING ARM ASSY (JN UG),2W,"  7,110 "
JN131003,SPACER,2W,  300 
JN131203,COUPLING,2W,"  2,600 "
JN131211,AXLE REAR,2W,"  1,280 "
JN131600,BRAKE PANEL ASSY REAR (DISCOVER BLACK),2W,"  1,835 "
JN131603,CASE  METER ASSY,2W,"  2,800 "
JN131800,HOSE ASSY. DISCOVER BLACK 135,2W,"  3,220 "
JN131804,CLAMP HOSE PIPE UPPER,2W,  70 
JN131806,CALIPER ASSY BRAKE FRONT,2W,"  8,020 "
JN131807,BRAKE DISC,2W,"  6,500 "
JN131812,BRAKE SHOE KIT(NON ASBESTOS),2W,"  1,290 "
JN141001,CHAIN 120 LINK-O RING (DISCOVER 135),2W,"  4,490 "
JN141002,DRIVE CHAIN CONNECTING LINK (DISCOVER135),2W,  150 
JN151002,FORK COMPLETE DISCOVER BLACK 135,2W,"  12,690 "
JN151004,OUTER TUBE LH (DISCOVER BLACK),2W,"  5,710 "
JN151006,OUTER TUBE RH (DISCOVER BLACK),2W,"  6,640 "
JN151009,CLAMP HOSE PIPE UPPER DISCOVER BLACK 135,2W,  30 
JN171000,DAMPER REAR,2W,  90 
JN181000,COWLING,2W,"  2,150 "
JN181001,WINDSHIELD,2W,"  1,500 "
JN181002,FLAP - COWLING,2W,"  1,350 "
JN181003,BKT FAIRING TOP,2W,  550 
JN181004,BKT COWLING,2W,  450 
JN181005,BRACKET HEAD LAMP MTG,2W,  230 
JN181010,BUSH 1 - WINDSHIELD MTG,2W,  80 
JN181011,BUSH 2 - WINDSHIELD MTG,2W,  70 
JN181014,FOAM SPEEDO FLAP,2W,  10 
JN181017,"BRACKET FLAP SUPPORT LH
",2W,  300 
JN181018,BRACKET FLAP SUPPORT RH,2W,  320 
JN181019,FOAM FAIRING I,2W,  80 
JN181021,BOLT FLANGED - M6 X 14 L,2W,  30 
JN181023,HEADLAMP MTG BRIDGE BKT LH,2W,  60 
JN181024,HEADLAMP MTG BRIDGE BKT RH,2W,  60 
JN181200,COVER CHAIN DISCOVER BLACK 135,2W,  620 
JN181202,STEP BOLT-M6 DISCOVER BLACK 135,2W,  60 
JN181204,COVER CHAIN ASSY,2W,  690 
JN181206,COVER DISC,2W,  430 
JN181211,CLIP NUT - M6,2W,  30 
JN181403,CLAMP HOSE PIPE DISCOVER BLACK 135,2W,  90 
JN181406,BEAD SPEEDO FLAP,2W,  30 
JN191000,SEAT ASSY COMP,2W,"  7,740 "
JN231000,TOOL KIT WITH BAND,2W,  600 
JN231200,SAREE GUARD DISCOVER BLACK 135,2W,"  2,900 "
JN231202,LEG GUARD KIT DISCOVER BLACK 135,2W,"  2,960 "
JN231209,SAREEGUARD COVER,2W,  180 
JN231211,KIT SAREE GUARD WITH SPLASH GUARD (DISCOVER 135),2W,"  2,020 "
JN232801,BKT NUMBER PLATE,2W,  210 
JN232802,BKT COWLING LOWER,2W,  260 
JN351000,MAGNETO ASSY_MOD CLUTCH_JN135,2W,"  16,450 "
JN351600,STARTER MOTOR JN DISCOVER BLACK 135,2W,"  9,540 "
JN351604,STARTER RELAY- WITH GROMMET,2W,"  1,790 "
JN401600,DC HORN LH WITH STAY,2W,"  2,090 "
JN402000,RR UNIT WITH CAPACITOR,2W,"  3,180 "
JN402200,HARNESS WIRING DISCOVER BLACK 125/135,2W,"  10,890 "
JN402600,TFR TANK UNIT-DISCOVER,2W,"  1,500 "
JN511006,HEAD CYLINDER ASSLY MACHINING DISCOVER BLACK 135,2W,"  18,200 "
JN511202,CAM SHAFT ASSEMBLY DISCOVER BLACK 135,2W,"  4,720 "
JN521001,BLOCK/PISTON ASSEMBLY ( SPARE ) DISCOVER BLACK 135,2W,"  8,820 "
JN531000,CRANK SHAFT ASSLY. COMP. DISCOVER BLACK 135,2W,"  20,330 "
JN541000,CRANKCASE LH (DISCOVER BLACK),2W,"  12,710 "
JN541002,CRANKCASE RH (DISCOVER BLACK),2W,"  14,120 "
JN541203,COVER MAGNETO,2W,"  2,260 "
JN551400,SPRING(CLUTCH CAPACITY) DISCOVER BLACK 135,2W,  60 
JN551407,BODY STARTER COUNTER (DISCOVER BLACK),2W,  745 
JN551408,ANTI JUDDER SPRING,2W,  500 
JN551409,ANTI JUDDER WASHER,2W,  460 
JN551410,REDUCED FRICTION PLATE - E TYPE,2W,  415 
JN551414,ROD PUSH,2W,  100 
JN551415,ASSLY. RECESS CUP,2W,  430 
JN551416,CLUTCH PLATE ASSLY,2W,"  6,400 "
JN551417,CLUTCH ASSLY COMPLETE,2W,"  12,760 "
JN571001,CAP STRAINER (DISCOVER BLACK),2W,  310 
JN581001,CONNECTING TUBE DISCOVER BLACK 135,2W,  150 
JN581002,ASSLY AIR FILTER COMPLETE DISCOVER BLACK 135,2W,"  4,270 "
JN581203,"JET NEEDLE(JN)
",2W,  390 
JN581207,IDLING SCREW KIT,2W,  580 
JN581208,JET HOLDER KIT,2W,"  1,110 "
JN581212,CHOKE PLUNGER HOUSING (DISCOVER),2W,  830 
JN581215,JET NEEDLE (NJ)(NNFA),2W,  490 
JN581216,CARBURETTOR ASSLY.,2W,"  14,320 "
JN581400,PIPE INTAKE (DISCOVER BLACK),2W,  820 
JN591004,SILENCER ASSLY(WITHOUT CAT) / JN591000,2W,"  25,270 "
JN71043B,P TANK 135BLACK 3D DECAL BLACK WITH BLUE DECAL,2W,"  20,400 "
JN71043C,P TANK 135BLACK 3D DECAL BLACK WITH RED DECAL,2W,"  20,100 "
JN73013B,FAIRING 135BLACK 3D DECAL BLACK WITH BLUE DECAL,2W,"  5,570 "
JN73013C,FAIRING 135BLACK 3D DECAL BLACK WITH RED DECAL,2W,"  5,470 "
JN73023B,SEAT COWL 135BLACK 3D DECAL BLACK WITH BLUE DECAL,2W,"  8,200 "
