Barcode Nomenclature,Rules/Rule Name,Rules/Type,Rules/Alias,Rules/Barcode Pattern,Rules/Sequence
,DH161293,Alias,DH161293,DH161293-{N},1
,AA101220,Alias,AA101220,AA101220-{N},1
,JL181256,Alias,JL181256,JL181256-{N},1
,AF111035,Alias,AF111035,AF111035-{N},1
,AF111034,Alias,AF111034,AF111034-{N},1
,AA111049,Alias,AA111049,AA111049-{N},1
,BF202211,Alias,BF202211,BF202211-{N},1
,DH181009,Alias,DH181009,DH181009-{N},1
,AA111077,Alias,AA111077,AA111077-{N},1
,BF591120,Alias,BF591120,BF591120-{N},1
,JP181262,Alias,JP181262,JP181262-{N},1
,JL181224,Alias,JL181224,JL181224-{N},1
,JP181229,Alias,JP181229,JP181229-{N},1
,JL181225,Alias,JL181225,JL181225-{N},1
,JC141017,Alias,JC141017,JC141017-{N},1
,DK121022,Alias,DK121022,DK121022-{N},1
,36DH1601,Alias,36DH1601,36DH1601-{N},1
,DK161185,Alias,DK161185,DK161185-{N},1
,36DS1401,Alias,36DS1401,36DS1401-{N},1
,JG181242,Alias,JG181242,JG181242-{N},1
,JU181408,Alias,JU181408,JU181408-{N},1
,BF601226,Alias,BF601226,BF601226-{N},1
,BF202210,Alias,BF202210,BF202210-{N},1
,JH171048,Alias,JH171048,JH171048-{N},1
,BF601211,Alias,BF601211,BF601211-{N},1
,BF402221,Alias,BF402221,BF402221-{N},1
,JD191007,Alias,JD191007,JD191007-{N},1
,JD113814,Alias,JD113814,JD113814-{N},1
,JZ181406,Alias,JZ181406,JZ181406-{N},1
,DH161510,Alias,DH161510,DH161510-{N},1
,JW591030,Alias,JW591030,JW591030-{N},1
,JY591303,Alias,JY591303,JY591303-{N},1
,BF601411,Alias,BF601411,BF601411-{N},1
,JZ181322,Alias,JZ181322,JZ181322-{N},1
,DT181265,Alias,DT181265,DT181265-{N},1
,JW161017,Alias,JW161017,JW161017-{N},1
,JD351206,Alias,JD351206,JD351206-{N},1
,AA111148,Alias,AA111148,AA111148-{N},1
,JG351202,Alias,JG351202,JG351202-{N},1
,JY351203,Alias,JY351203,JY351203-{N},1
,JG351208,Alias,JG351208,JG351208-{N},1
,DV181009,Alias,DV181009,DV181009-{N},1
,JW171014,Alias,JW171014,JW171014-{N},1
,JP181227,Alias,JP181227,JP181227-{N},1
,24165214,Alias,24165214,24165214-{N},1
,JZ113045,Alias,JZ113045,JZ113045-{N},1
,JH181234,Alias,JH181234,JH181234-{N},1
,JC141015,Alias,JC141015,JC141015-{N},1
,JY171037,Alias,JY171037,JY171037-{N},1
,JG171022,Alias,JG171022,JG171022-{N},1
,JD111052,Alias,JD111052,JD111052-{N},1
,JL171018,Alias,JL171018,JL171018-{N},1
,JL171020,Alias,JL171020,JL171020-{N},1
,JL581203,Alias,JL581203,JL581203-{N},1
,24165230,Alias,24165230,24165230-{N},1
,JL181247,Alias,JL181247,JL181247-{N},1
,BF187007,Alias,BF187007,BF187007-{N},1
,24201525,Alias,24201525,24201525-{N},1
,DJ161091,Alias,DJ161091,DJ161091-{N},1
,DD111011,Alias,DD111011,DD111011-{N},1
,DD191031,Alias,DD191031,DD191031-{N},1
,39260801,Alias,39260801,39260801-{N},1
,DG101418,Alias,DG101418,DG101418-{N},1
,DD201021,Alias,DD201021,DD201021-{N},1
,DD201168,Alias,DD201168,DD201168-{N},1
,DS101071,Alias,DS101071,DS101071-{N},1
,DG171034,Alias,DG171034,DG171034-{N},1
,DP221037,Alias,DP221037,DP221037-{N},1
,DH161075,Alias,DH161075,DH161075-{N},1
,DF221033,Alias,DF221033,DF221033-{N},1
,DU221003,Alias,DU221003,DU221003-{N},1
,52DJ0133,Alias,52DJ0133,52DJ0133-{N},1
,DZ221011,Alias,DZ221011,DZ221011-{N},1
,AA121136,Alias,AA121136,AA121136-{N},1
,DF221054,Alias,DF221054,DF221054-{N},1
,DF221027,Alias,DF221027,DF221027-{N},1
,DH161074,Alias,DH161074,DH161074-{N},1
,DZ221012,Alias,DZ221012,DZ221012-{N},1
,AN121207,Alias,AN121207,AN121207-{N},1
,PD231205,Alias,PD231205,PD231205-{N},1
,AA102196,Alias,AA102196,AA102196-{N},1
,BF171609,Alias,BF171609,BF171609-{N},1
,BF231200,Alias,BF231200,BF231200-{N},1
,DG221038,Alias,DG221038,DG221038-{N},1
,DH161509,Alias,DH161509,DH161509-{N},1
,PF231201,Alias,PF231201,PF231201-{N},1
,JK231201,Alias,JK231201,JK231201-{N},1
,DJ221020,Alias,DJ221020,DJ221020-{N},1
,PD231202,Alias,PD231202,PD231202-{N},1
,JP231202,Alias,JP231202,JP231202-{N},1
,JF231201,Alias,JF231201,JF231201-{N},1
,PA231217,Alias,PA231217,PA231217-{N},1
,JL231201,Alias,JL231201,JL231201-{N},1
,JP231211,Alias,JP231211,JP231211-{N},1
,JL231213,Alias,JL231213,JL231213-{N},1
,JF231216,Alias,JF231216,JF231216-{N},1
,JF231214,Alias,JF231214,JF231214-{N},1
,JF231202,Alias,JF231202,JF231202-{N},1
,PA231218,Alias,PA231218,PA231218-{N},1
,JL231203,Alias,JL231203,JL231203-{N},1
,JL231214,Alias,JL231214,JL231214-{N},1
,JP231212,Alias,JP231212,JP231212-{N},1
,JP231203,Alias,JP231203,JP231203-{N},1
,JF231217,Alias,JF231217,JF231217-{N},1
,JF231215,Alias,JF231215,JF231215-{N},1
,DJ221021,Alias,DJ221021,DJ221021-{N},1
,AZ501014,Alias,AZ501014,AZ501014-{N},1
,PD231204,Alias,PD231204,PD231204-{N},1
,DK101475,Alias,DK101475,DK101475-{N},1
,JH231202,Alias,JH231202,JH231202-{N},1
,PA231207,Alias,PA231207,PA231207-{N},1
,JL231202,Alias,JL231202,JL231202-{N},1
,PA231216,Alias,PA231216,PA231216-{N},1
,JZ231212,Alias,JZ231212,JZ231212-{N},1
,JF231203,Alias,JF231203,JF231203-{N},1
,PD231201,Alias,PD231201,PD231201-{N},1
,DJ161224,Alias,DJ161224,DJ161224-{N},1
,DU221015,Alias,DU221015,DU221015-{N},1
,DP221018,Alias,DP221018,DP221018-{N},1
,PF231204,Alias,PF231204,PF231204-{N},1
,DZ221001,Alias,DZ221001,DZ221001-{N},1
,DH161294,Alias,DH161294,DH161294-{N},1
,DH161305,Alias,DH161305,DH161305-{N},1
,JG113210,Alias,JG113210,JG113210-{N},1
,BF185015,Alias,BF185015,BF185015-{N},1
,BF185014,Alias,BF185014,BF185014-{N},1
,BF185026,Alias,BF185026,BF185026-{N},1
,BF185025,Alias,BF185025,BF185025-{N},1
,BF185080,Alias,BF185080,BF185080-{N},1
,BF185081,Alias,BF185081,BF185081-{N},1
,BF185077,Alias,BF185077,BF185077-{N},1
,BF185078,Alias,BF185078,BF185078-{N},1
,DV161046,Alias,DV161046,DV161046-{N},1
,DV161045,Alias,DV161045,DV161045-{N},1
,PD231206,Alias,PD231206,PD231206-{N},1
,DP221021,Alias,DP221021,DP221021-{N},1
,DG221034,Alias,DG221034,DG221034-{N},1
,DU221002,Alias,DU221002,DU221002-{N},1
,DG221033,Alias,DG221033,DG221033-{N},1
,CB101032,Alias,CB101032,CB101032-{N},1
,DK101158,Alias,DK101158,DK101158-{N},1
,31101056,Alias,31101056,31101056-{N},1
,31101040,Alias,31101040,31101040-{N},1
,35101058,Alias,35101058,35101058-{N},1
,28101021,Alias,28101021,28101021-{N},1
,24121055,Alias,24121055,24121055-{N},1
,BA102021,Alias,BA102021,BA102021-{N},1
,06161248,Alias,06161248,06161248-{N},1
,DJ161068,Alias,DJ161068,DJ161068-{N},1
,DH101010,Alias,DH101010,DH101010-{N},1
,DH101017,Alias,DH101017,DH101017-{N},1
,FA101245,Alias,FA101245,FA101245-{N},1
,AB161093,Alias,AB161093,AB161093-{N},1
,DS101079,Alias,DS101079,DS101079-{N},1
,DH101126,Alias,DH101126,DH101126-{N},1
,DH101495,Alias,DH101495,DH101495-{N},1
,FA101244,Alias,FA101244,FA101244-{N},1
,DS101061,Alias,DS101061,DS101061-{N},1
,DS101105,Alias,DS101105,DS101105-{N},1
,28101125,Alias,28101125,28101125-{N},1
,AA101565,Alias,AA101565,AA101565-{N},1
,AA101564,Alias,AA101564,AA101564-{N},1
,DK181017,Alias,DK181017,DK181017-{N},1
,DT121015,Alias,DT121015,DT121015-{N},1
,JK121007,Alias,JK121007,JK121007-{N},1
,CS101170,Alias,CS101170,CS101170-{N},1
,06101058,Alias,06101058,06101058-{N},1
,DS161125,Alias,DS161125,DS161125-{N},1
,JE541030,Alias,JE541030,JE541030-{N},1
,JE521019,Alias,JE521019,JE521019-{N},1
,JA521002,Alias,JA521002,JA521002-{N},1
,DP101027,Alias,DP101027,DP101027-{N},1
,DP101026,Alias,DP101026,DP101026-{N},1
,AN101166,Alias,AN101166,AN101166-{N},1
,AA101015,Alias,AA101015,AA101015-{N},1
,DK101059,Alias,DK101059,DK101059-{N},1
,JG541047,Alias,JG541047,JG541047-{N},1
,AN101257,Alias,AN101257,AN101257-{N},1
,JG541048,Alias,JG541048,JG541048-{N},1
,AA101134,Alias,AA101134,AA101134-{N},1
,DK101330,Alias,DK101330,DK101330-{N},1
,36DH1003,Alias,36DH1003,36DH1003-{N},1
,JC101038,Alias,JC101038,JC101038-{N},1
,AA101004,Alias,AA101004,AA101004-{N},1
,AA101706,Alias,AA101706,AA101706-{N},1
,BF511276,Alias,BF511276,BF511276-{N},1
,BF511275,Alias,BF511275,BF511275-{N},1
,BF511295,Alias,BF511295,BF511295-{N},1
,BF243091,Alias,BF243091,BF243091-{N},1
,BF243092,Alias,BF243092,BF243092-{N},1
,BF243093,Alias,BF243093,BF243093-{N},1
,JC161027,Alias,JC161027,JC161027-{N},1
,DT131833,Alias,DT131833,DT131833-{N},1
,BA102023,Alias,BA102023,BA102023-{N},1
,03190228,Alias,03190228,03190228-{N},1
,24181067,Alias,24181067,24181067-{N},1
,DJ101148,Alias,DJ101148,DJ101148-{N},1
,DK101361,Alias,DK101361,DK101361-{N},1
,DH102189,Alias,DH102189,DH102189-{N},1
,JG561222,Alias,JG561222,JG561222-{N},1
,CB121055,Alias,CB121055,CB121055-{N},1
,JA541012,Alias,JA541012,JA541012-{N},1
,DD101254,Alias,DD101254,DD101254-{N},1
,DH101536,Alias,DH101536,DH101536-{N},1
,CS101174,Alias,CS101174,CS101174-{N},1
,AA101215,Alias,AA101215,AA101215-{N},1
,24121303,Alias,24121303,24121303-{N},1
,DH102200,Alias,DH102200,DH102200-{N},1
,DK101094,Alias,DK101094,DK101094-{N},1
,DH101576,Alias,DH101576,DH101576-{N},1
,AB101014,Alias,AB101014,AB101014-{N},1
,AA101868,Alias,AA101868,AA101868-{N},1
,AA101054,Alias,AA101054,AA101054-{N},1
,31101008,Alias,31101008,31101008-{N},1
,DH101226,Alias,DH101226,DH101226-{N},1
,05201173,Alias,05201173,05201173-{N},1
,03200232,Alias,03200232,03200232-{N},1
,JC111022,Alias,JC111022,JC111022-{N},1
,JC111023,Alias,JC111023,JC111023-{N},1
,JC111003,Alias,JC111003,JC111003-{N},1
,JC111004,Alias,JC111004,JC111004-{N},1
,DH111040,Alias,DH111040,DH111040-{N},1
,PA351201,Alias,PA351201,PA351201-{N},1
,PA351202,Alias,PA351202,PA351202-{N},1
,DZ111012,Alias,DZ111012,DZ111012-{N},1
,DH111077,Alias,DH111077,DH111077-{N},1
,DH111078,Alias,DH111078,DH111078-{N},1
,DH111039,Alias,DH111039,DH111039-{N},1
,GF74022V,Alias,GF74022V,GF74022V-{N},1
,GF740222,Alias,GF740222,GF740222-{N},1
,JV351204,Alias,JV351204,JV351204-{N},1
,JE351203,Alias,JE351203,JE351203-{N},1
,JE351204,Alias,JE351204,JE351204-{N},1
,AN111017,Alias,AN111017,AN111017-{N},1
,AN111018,Alias,AN111018,AN111018-{N},1
,DF201159,Alias,DF201159,DF201159-{N},1
,TE006201,Alias,TE006201,TE006201-{N},1
,PD351220,Alias,PD351220,PD351220-{N},1
,PD351235,Alias,PD351235,PD351235-{N},1
,JH351203,Alias,JH351203,JH351203-{N},1
,PD351237,Alias,PD351237,PD351237-{N},1
,PD351222,Alias,PD351222,PD351222-{N},1
,JH351205,Alias,JH351205,JH351205-{N},1
,TE006302,Alias,TE006302,TE006302-{N},1
,TE006303,Alias,TE006303,TE006303-{N},1
,CS111010,Alias,CS111010,CS111010-{N},1
,DH111026,Alias,DH111026,DH111026-{N},1
,CS111011,Alias,CS111011,CS111011-{N},1
,DH111027,Alias,DH111027,DH111027-{N},1
,TE006504,Alias,TE006504,TE006504-{N},1
,25201009,Alias,25201009,25201009-{N},1
,DI2W009,Alias,DI2W009,DI2W009-{N},1
,DI2W015,Alias,DI2W015,DI2W015-{N},1
,DI2W060,Alias,DI2W060,DI2W060-{N},1
,DI2W059,Alias,DI2W059,DI2W059-{N},1
,STDU1022,Alias,STDU1022,STDU1022-{N},1
,STDU1024,Alias,STDU1024,STDU1024-{N},1
,STDU1072,Alias,STDU1072,STDU1072-{N},1
,STDU1061,Alias,STDU1061,STDU1061-{N},1
,STJKBM07,Alias,STJKBM07,STJKBM07-{N},1
,STJKBM01,Alias,STJKBM01,STJKBM01-{N},1
,STDU1021,Alias,STDU1021,STDU1021-{N},1
,STDU1025,Alias,STDU1025,STDU1025-{N},1
,STDU1073,Alias,STDU1073,STDU1073-{N},1
,STDU1062,Alias,STDU1062,STDU1062-{N},1
,STJKBM08,Alias,STJKBM08,STJKBM08-{N},1
,STJKBM02,Alias,STJKBM02,STJKBM02-{N},1
,29201094,Alias,29201094,29201094-{N},1
,DF201065,Alias,DF201065,DF201065-{N},1
,YPD14003,Alias,YPD14003,YPD14003-{N},1
,DF201042,Alias,DF201042,DF201042-{N},1
,35181009,Alias,35181009,35181009-{N},1
,YPD14001,Alias,YPD14001,YPD14001-{N},1
,24150501,Alias,24150501,24150501-{N},1
,AA151057,Alias,AA151057,AA151057-{N},1
,DI3W032,Alias,DI3W032,DI3W032-{N},1
,DI3W040,Alias,DI3W040,DI3W040-{N},1
,24151061K,Alias,24151061K,24151061K-{N},1
,DI3W016,Alias,DI3W016,DI3W016-{N},1
,DI3W003,Alias,DI3W003,DI3W003-{N},1
,DI3W049,Alias,DI3W049,DI3W049-{N},1
,22150515,Alias,22150515,22150515-{N},1
,DI3W047,Alias,DI3W047,DI3W047-{N},1
,06191113,Alias,06191113,06191113-{N},1
,DT161005,Alias,DT161005,DT161005-{N},1
,PA151013,Alias,PA151013,PA151013-{N},1
,JZ151018,Alias,JZ151018,JZ151018-{N},1
,JZ151064,Alias,JZ151064,JZ151064-{N},1
,PF161005,Alias,PF161005,PF161005-{N},1
,JZ151019,Alias,JZ151019,JZ151019-{N},1
,JZ151065,Alias,JZ151065,JZ151065-{N},1
,PA151014,Alias,PA151014,PA151014-{N},1
,06191089,Alias,06191089,06191089-{N},1
,SVA0053,Alias,SVA0053,SVA0053-{N},1
,36JP0018,Alias,36JP0018,36JP0018-{N},1
,DV181002,Alias,DV181002,DV181002-{N},1
,DP181014,Alias,DP181014,DP181014-{N},1
,DH181001,Alias,DH181001,DH181001-{N},1
,DD181104,Alias,DD181104,DD181104-{N},1
,28181010,Alias,28181010,28181010-{N},1
,BF182555,Alias,BF182555,BF182555-{N},1
,BF242206,Alias,BF242206,BF242206-{N},1
,BF242207,Alias,BF242207,BF242207-{N},1
,BF242202,Alias,BF242202,BF242202-{N},1
,BF242203,Alias,BF242203,BF242203-{N},1
,BF242204,Alias,BF242204,BF242204-{N},1
,BF242205,Alias,BF242205,BF242205-{N},1
,JD231413,Alias,JD231413,JD231413-{N},1
,AL241220,Alias,AL241220,AL241220-{N},1
,AL241221,Alias,AL241221,AL241221-{N},1
,24151274,Alias,24151274,24151274-{N},1
,JP151004,Alias,JP151004,JP151004-{N},1
,PF151015,Alias,PF151015,PF151015-{N},1
,PA151020,Alias,PA151020,PA151020-{N},1
,PF151000,Alias,PF151000,PF151000-{N},1
,PA151009,Alias,PA151009,PA151009-{N},1
,DU181107,Alias,DU181107,DU181107-{N},1
,JG151031,Alias,JG151031,JG151031-{N},1
,JZ151070,Alias,JZ151070,JZ151070-{N},1
,PD151000,Alias,PD151000,PD151000-{N},1
,DU181021,Alias,DU181021,DU181021-{N},1
,DS181044,Alias,DS181044,DS181044-{N},1
,JC181005,Alias,JC181005,JC181005-{N},1
,DF181117,Alias,DF181117,DF181117-{N},1
,JH151001,Alias,JH151001,JH151001-{N},1
,DJ181068,Alias,DJ181068,DJ181068-{N},1
,DJ181067,Alias,DJ181067,DJ181067-{N},1
,JF151041,Alias,JF151041,JF151041-{N},1
,22181025,Alias,22181025,22181025-{N},1
,AP161048,Alias,AP161048,AP161048-{N},1
,06181002,Alias,06181002,06181002-{N},1
,29181099,Alias,29181099,29181099-{N},1
,56060123,Alias,56060123,56060123-{N},1
,DK181046,Alias,DK181046,DK181046-{N},1
,DK181047,Alias,DK181047,DK181047-{N},1
,DK181082,Alias,DK181082,DK181082-{N},1
,JD151034,Alias,JD151034,JD151034-{N},1
,JD151045,Alias,JD151045,JD151045-{N},1
,JL151021,Alias,JL151021,JL151021-{N},1
,DK181086,Alias,DK181086,DK181086-{N},1
,JD151035,Alias,JD151035,JD151035-{N},1
,JD151048,Alias,JD151048,JD151048-{N},1
,JZ151069,Alias,JZ151069,JZ151069-{N},1
,DV181003,Alias,DV181003,DV181003-{N},1
,DK181043,Alias,DK181043,DK181043-{N},1
,JH151011,Alias,JH151011,JH151011-{N},1
,BF182544,Alias,BF182544,BF182544-{N},1
,DI3W072,Alias,DI3W072,DI3W072-{N},1
,DI3W014,Alias,DI3W014,DI3W014-{N},1
,JL161003,Alias,JL161003,JL161003-{N},1
,DH181094,Alias,DH181094,DH181094-{N},1
,DK181085,Alias,DK181085,DK181085-{N},1
,DK181038,Alias,DK181038,DK181038-{N},1
,DK181060,Alias,DK181060,DK181060-{N},1
,JP151015,Alias,JP151015,JP151015-{N},1
,JG151014,Alias,JG151014,JG151014-{N},1
,JP151013,Alias,JP151013,JP151013-{N},1
,DK181081,Alias,DK181081,DK181081-{N},1
,JD151043,Alias,JD151043,JD151043-{N},1
,DH181107,Alias,DH181107,DH181107-{N},1
,DH181103,Alias,DH181103,DH181103-{N},1
,DT151036,Alias,DT151036,DT151036-{N},1
,56JL315X,Alias,56JL315X,56JL315X-{N},1
,JF151025,Alias,JF151025,JF151025-{N},1
,56DK31Y9,Alias,56DK31Y9,56DK31Y9-{N},1
,DH181109,Alias,DH181109,DH181109-{N},1
,JD151047,Alias,JD151047,JD151047-{N},1
,DH181104,Alias,DH181104,DH181104-{N},1
,DT151037,Alias,DT151037,DT151037-{N},1
,56JL325X,Alias,56JL325X,56JL325X-{N},1
,JF151027,Alias,JF151027,JF151027-{N},1
,56DK32Y9,Alias,56DK32Y9,56DK32Y9-{N},1
,JP151016,Alias,JP151016,JP151016-{N},1
,JH151009,Alias,JH151009,JH151009-{N},1
,JF151042,Alias,JF151042,JF151042-{N},1
,JD151016,Alias,JD151016,JD151016-{N},1
,JD151017,Alias,JD151017,JD151017-{N},1
,AL241457,Alias,AL241457,AL241457-{N},1
,BF182575,Alias,BF182575,BF182575-{N},1
,AL241465,Alias,AL241465,AL241465-{N},1
,31181054,Alias,31181054,31181054-{N},1
,DS161132,Alias,DS161132,DS161132-{N},1
,DU181114,Alias,DU181114,DU181114-{N},1
,JZ151016,Alias,JZ151016,JZ151016-{N},1
,DZ181062,Alias,DZ181062,DZ181062-{N},1
,52240435,Alias,52240435,52240435-{N},1
,DH181055,Alias,DH181055,DH181055-{N},1
,GF181013,Alias,GF181013,GF181013-{N},1
,DH201048,Alias,DH201048,DH201048-{N},1
,DK201033,Alias,DK201033,DK201033-{N},1
,DH201049,Alias,DH201049,DH201049-{N},1
,DK201034,Alias,DK201034,DK201034-{N},1
,54802005000,Alias,54802005000,54802005000-{N},1
,DT151010,Alias,DT151010,DT151010-{N},1
,JL151034,Alias,JL151034,JL151034-{N},1
,JY151023,Alias,JY151023,JY151023-{N},1
,JY151024,Alias,JY151024,JY151024-{N},1
,JL151035,Alias,JL151035,JL151035-{N},1
,PA113421,Alias,PA113421,PA113421-{N},1
,PA113422,Alias,PA113422,PA113422-{N},1
,PD402212,Alias,PD402212,PD402212-{N},1
,DP201046,Alias,DP201046,DP201046-{N},1
,DM201035,Alias,DM201035,DM201035-{N},1
,AA201310,Alias,AA201310,AA201310-{N},1
,DZ201001,Alias,DZ201001,DZ201001-{N},1
,DU201061,Alias,DU201061,DU201061-{N},1
,DU201025,Alias,DU201025,DU201025-{N},1
,DH201029,Alias,DH201029,DH201029-{N},1
,AA201361,Alias,AA201361,AA201361-{N},1
,BF402271,Alias,BF402271,BF402271-{N},1
,BF402240,Alias,BF402240,BF402240-{N},1
,BF402286,Alias,BF402286,BF402286-{N},1
,BF402267,Alias,BF402267,BF402267-{N},1
,BF402274,Alias,BF402274,BF402274-{N},1
,AA201358,Alias,AA201358,AA201358-{N},1
,PA402218,Alias,PA402218,PA402218-{N},1
,DH201086,Alias,DH201086,DH201086-{N},1
,JY402217,Alias,JY402217,JY402217-{N},1
,DT402234,Alias,DT402234,DT402234-{N},1
,AL201129,Alias,AL201129,AL201129-{N},1
,BF402323,Alias,BF402323,BF402323-{N},1
,AA201265,Alias,AA201265,AA201265-{N},1
,BF402272,Alias,BF402272,BF402272-{N},1
,AA201331,Alias,AA201331,AA201331-{N},1
,DJ201260,Alias,DJ201260,DJ201260-{N},1
,PF402200,Alias,PF402200,PF402200-{N},1
,DU201104,Alias,DU201104,DU201104-{N},1
,JH402200,Alias,JH402200,JH402200-{N},1
,PF402220,Alias,PF402220,PF402220-{N},1
,PF402201,Alias,PF402201,PF402201-{N},1
,JB402200,Alias,JB402200,JB402200-{N},1
,DU201099,Alias,DU201099,DU201099-{N},1
,JU402239,Alias,JU402239,JU402239-{N},1
,JH402227,Alias,JH402227,JH402227-{N},1
,PD402237,Alias,PD402237,PD402237-{N},1
,JC201013,Alias,JC201013,JC201013-{N},1
,DH201107,Alias,DH201107,DH201107-{N},1
,DH201109,Alias,DH201109,DH201109-{N},1
,DH201131,Alias,DH201131,DH201131-{N},1
,GF201065,Alias,GF201065,GF201065-{N},1
,JL402247,Alias,JL402247,JL402247-{N},1
,GF201068,Alias,GF201068,GF201068-{N},1
,JZ402209,Alias,JZ402209,JZ402209-{N},1
,JL402203,Alias,JL402203,JL402203-{N},1
,PA402238,Alias,PA402238,PA402238-{N},1
,PA402216,Alias,PA402216,PA402216-{N},1
,DH201132,Alias,DH201132,DH201132-{N},1
,JZ402260,Alias,JZ402260,JZ402260-{N},1
,JU402253,Alias,JU402253,JU402253-{N},1
,JL402232,Alias,JL402232,JL402232-{N},1
,DM201033,Alias,DM201033,DM201033-{N},1
,JZ402264,Alias,JZ402264,JZ402264-{N},1
,DZ201024,Alias,DZ201024,DZ201024-{N},1
,AA201219,Alias,AA201219,AA201219-{N},1
,AA201179,Alias,AA201179,AA201179-{N},1
,JF402203,Alias,JF402203,JF402203-{N},1
,PF402218,Alias,PF402218,PF402218-{N},1
,DH201078,Alias,DH201078,DH201078-{N},1
,JD402202,Alias,JD402202,JD402202-{N},1
,PA402211,Alias,PA402211,PA402211-{N},1
,JW402200,Alias,JW402200,JW402200-{N},1
,DJ201245,Alias,DJ201245,DJ201245-{N},1
,JK402209,Alias,JK402209,JK402209-{N},1
,PF402237,Alias,PF402237,PF402237-{N},1
,JF402245,Alias,JF402245,JF402245-{N},1
,DJ201261,Alias,DJ201261,DJ201261-{N},1
,JZ402263,Alias,JZ402263,JZ402263-{N},1
,DS201064,Alias,DS201064,DS201064-{N},1
,JZ402239,Alias,JZ402239,JZ402239-{N},1
,BF402361,Alias,BF402361,BF402361-{N},1
,PA402237,Alias,PA402237,PA402237-{N},1
,JN402200,Alias,JN402200,JN402200-{N},1
,DU201119,Alias,DU201119,DU201119-{N},1
,PF402229,Alias,PF402229,PF402229-{N},1
,DJ201107,Alias,DJ201107,DJ201107-{N},1
,JC201001,Alias,JC201001,JC201001-{N},1
,DJ201127,Alias,DJ201127,DJ201127-{N},1
,AA201250,Alias,AA201250,AA201250-{N},1
,JD402234,Alias,JD402234,JD402234-{N},1
,AA201315,Alias,AA201315,AA201315-{N},1
,AA201260,Alias,AA201260,AA201260-{N},1
,AA201275,Alias,AA201275,AA201275-{N},1
,AA201442,Alias,AA201442,AA201442-{N},1
,AA201395,Alias,AA201395,AA201395-{N},1
,JD402201,Alias,JD402201,JD402201-{N},1
,JZ401029,Alias,JZ401029,JZ401029-{N},1
,DJ201111,Alias,DJ201111,DJ201111-{N},1
,PF402231,Alias,PF402231,PF402231-{N},1
,JY402213,Alias,JY402213,JY402213-{N},1
,DZ201039,Alias,DZ201039,DZ201039-{N},1
,BF402328,Alias,BF402328,BF402328-{N},1
,JD402232,Alias,JD402232,JD402232-{N},1
,AA201276,Alias,AA201276,AA201276-{N},1
,AA991000,Alias,AA991000,AA991000-{N},1
,JD402219,Alias,JD402219,JD402219-{N},1
,JD402233,Alias,JD402233,JD402233-{N},1
,AA201312,Alias,AA201312,AA201312-{N},1
,AA201329,Alias,AA201329,AA201329-{N},1
,JL402245,Alias,JL402245,JL402245-{N},1
,AA201181,Alias,AA201181,AA201181-{N},1
,AA201176,Alias,AA201176,AA201176-{N},1
,AA201214,Alias,AA201214,AA201214-{N},1
,BG402207,Alias,BG402207,BG402207-{N},1
,AM201058,Alias,AM201058,AM201058-{N},1
,AA201242,Alias,AA201242,AA201242-{N},1
,BG402206,Alias,BG402206,BG402206-{N},1
,AA201177,Alias,AA201177,AA201177-{N},1
,PA402220,Alias,PA402220,PA402220-{N},1
,JZ402204,Alias,JZ402204,JZ402204-{N},1
,PA402200,Alias,PA402200,PA402200-{N},1
,DJ201186,Alias,DJ201186,DJ201186-{N},1
,JF402209,Alias,JF402209,JF402209-{N},1
,JK402213,Alias,JK402213,JK402213-{N},1
,DU201118,Alias,DU201118,DU201118-{N},1
,AA201414,Alias,AA201414,AA201414-{N},1
,JF402231,Alias,JF402231,JF402231-{N},1
,AA201388,Alias,AA201388,AA201388-{N},1
,AA201415,Alias,AA201415,AA201415-{N},1
,DT402239,Alias,DT402239,DT402239-{N},1
,JB402205,Alias,JB402205,JB402205-{N},1
,PD402226,Alias,PD402226,PD402226-{N},1
,DU201068,Alias,DU201068,DU201068-{N},1
,DS201032,Alias,DS201032,DS201032-{N},1
,06201334,Alias,06201334,06201334-{N},1
,DH101863,Alias,DH101863,DH101863-{N},1
,DM101039,Alias,DM101039,DM101039-{N},1
,DD101439,Alias,DD101439,DD101439-{N},1
,DU101208,Alias,DU101208,DU101208-{N},1
,DJ101253,Alias,DJ101253,DJ101253-{N},1
,DP101005,Alias,DP101005,DP101005-{N},1
,AN101177,Alias,AN101177,AN101177-{N},1
,BA102264,Alias,BA102264,BA102264-{N},1
,JF511041,Alias,JF511041,JF511041-{N},1
,JF511046,Alias,JF511046,JF511046-{N},1
,DS101295,Alias,DS101295,DS101295-{N},1
,JC101036,Alias,JC101036,JC101036-{N},1
,DH101602,Alias,DH101602,DH101602-{N},1
,PF511133,Alias,PF511133,PF511133-{N},1
,PF511135,Alias,PF511135,PF511135-{N},1
,AA101857,Alias,AA101857,AA101857-{N},1
,AA102092,Alias,AA102092,AA102092-{N},1
,JN511006,Alias,JN511006,JN511006-{N},1
,DU70023N,Alias,DU70023N,DU70023N-{N},1
,DT511097,Alias,DT511097,DT511097-{N},1
,PF511114,Alias,PF511114,PF511114-{N},1
,JE511024,Alias,JE511024,JE511024-{N},1
,DJ101269,Alias,DJ101269,DJ101269-{N},1
,DH101763,Alias,DH101763,DH101763-{N},1
,JG511050,Alias,JG511050,JG511050-{N},1
,AA101162,Alias,AA101162,AA101162-{N},1
